published_date,published_time,report_generated_at,captured_at,company,presence_handle,message,post_link,link,link_title,link_description,image,post_type,posted_domain,posted_url,engagement_total,likes,comments,shares,followers,engagement_rate_by_follower,engagement_rate_by_view,engagement_rate_lift,views,post_tag_ugc,post_tag_contests
10/30/2024,07:15:40 a. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,"Experienced moms: Fill the comment section with positive ""just wait until"" moments for expecting or new mamas! ✨ @miyaeva #willow #expectingmom #newmom #MomsofTikTok #motherhood #newbornmom",https://www.tiktok.com/@willowpump/video/7431556712093453614,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4163543902176551347,video,,,33,30,3,0,21031,0.001569112,0.046808511,-2.923246353,705,0,0
3/21/2024,01:58:06 p. m.,25/07/2025 11:04,19/07/2025 21:30,Elvie | Women’s Health,elvieofficial,It’s endometriosis awareness month so we thought we’d de-mystify what this long term condition actually is. Do you have endo? Disclaimer: I am not a doctor. Please consult a medical professional. #elvie #endometriosis #endoawareness #endometriosisawareness #chronicdisease,https://www.tiktok.com/@elvieofficial/video/7348908396562631979,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9791362656938098437,video,,,177,137,3,37,113800,0.00155536,0.014754918306102033,-2.949394644,11996,0,0
4/25/2024,09:04:07 a. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,"Just spitting some facts today all about - you guessed it - spitting up! Just remember, it may be normal for your baby to spit up, but it's always wise to consult a medical provider as various factors could contribute to it! Check out these tips for reducing spit up, what to look out for, and when you should seek help from your pediatrician. • • • #BabyBuddha #LactationSupport #PumpingMom #NursingMom #MotherhoodLife #PortableBreastPump",https://www.tiktok.com/@mybabybuddha/video/7361820622508346666,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6666438052260281637,video,,,9,8,0,1,5802,0.001551189,0.015,-2.95697333,600,0,0
2/6/2024,01:57:57 p. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,"At BabyBuddha, we know motherhood can come with extra stress. Join us in a moment of relaxation to feel your best! 🥰 You deserve it, mama. #babybuddhacares #newmomlife #mamasupport",https://www.tiktok.com/@mybabybuddha/video/7332580601779850542,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2450589771060852337,video,,,9,9,0,0,5802,0.001551189,0.015706806282722512,-2.95697333,573,0,0
12/27/2024,12:06:07 p. m.,25/07/2025 11:04,09/01/2025 22:50,Willow Pump,willowpump,"Cheers to all the moms on making it to the end of 2024!!! ✨ It's time to celebrate all of your accomplishments - you've done an amazing job! So, pour a glass of champagne (since your hands are free) and raise a toast to yourself. 🥂✨",https://www.tiktok.com/@willowpump/video/7453154518809709866,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6689079088154513547,video,,,33,33,0,0,21421,0.001540544,0.054276315789473686,-2.977457128,608,0,0
8/27/2024,02:58:16 p. m.,25/07/2025 11:04,19/07/2025 21:30,Elvie | Women’s Health,elvieofficial,For the breastfeeding mamas 👏🏼 whether nursing or pumping or both! This one’s for you 🫶🏼 #fyp #pumpingmom #breastfeeding #deeperlevel #nursing #breastfeesingmom #motherhood #storytime #smartmoms,https://www.tiktok.com/@elvieofficial/video/7407926441976827166,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6617286791446297047,video,,,182,172,1,9,118169,0.001540167,0.00288701,-2.978505726,63041,0,0
4/18/2024,10:51:59 a. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,To all our milk makers: you're an all star. 🤩 #Willow #breastfeedingmom #liquidgold,https://www.tiktok.com/@willowpump/video/7359250740663061806,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6081603660470529537,video,,,31,30,0,1,20400,0.001519608,0.040312094,-3.018476266,769,0,0
1/4/2024,12:00:30 p. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,"Assemble the Willow Go Pump with @theaveragemomonabudget! Easy, peasy! #pumpingmama #nursingmom #breastfeedingmom #breastpump #breastmilk #breastfeeding #willowgo #willowgopump #trending #trendingaudio #workingmom #postpartum #momlife #mamablogger #withwillow #MomsofTikTok",https://www.tiktok.com/@willowpump/video/7320304528442625323,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/3235262448254030237,video,,,31,31,0,0,20400,0.001519608,0.014664144,-3.018476266,2114,0,0
6/17/2024,07:00:22 a. m.,25/07/2025 11:04,24/07/2025 17:27,Motif Medical,motifmedical,"Having trouble sticking to a pumping schedule? No worries, we've got you! We love sharing our #motifmoms pumping tips to help encourage you. 💓 A well-planned pumping schedule is vital for maintaining your milk supply, but remember moms, every breastfeeding journey is unique! Your schedule might differ from others. Embrace what works best for you and your little one! 🤱🏿 #motifluna #pumpingtipsandtricks #pumpingschedule #breastfeedingmomma",https://www.tiktok.com/@motifmedical/video/7381456234693676330,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0336763964326541837,video,,,24,24,0,0,15795,0.001519468,0.022346369,-3.018738198,1074,0,0
8/14/2024,07:00:15 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"Showered Christiny with love this week by gifting her all the essential for her exclusive pumping journey and throwing her a surprise 'Nacho Baby' Baby Shower! 🎉🤰At Medela, we truly value and support every parent's journey and ensure they have everything they need to be successful in their breastfeeding journey 💛",https://www.tiktok.com/@medela_official/video/7402979183938342190,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0912438393819792047,video,,,35,28,3,4,23102,0.00151502,0.016431925,-3.027625486,2130,0,0
8/29/2024,03:48:58 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,"4 weeks postpartum and ready to rock! Let’s strengthen that pelvic floor and core together!"" What's your go-to move for postpartum strength? Share your favorites below! 💪✨ #postpartum #CoreStrong #momcozy #beacozymom #cozypowerbymomcozy #momcozyuk #breastpump #MomsofTikTok #momcozypump",https://www.tiktok.com/@momcozyofficial/video/7408493883522420011,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1100242253883948047,video,,,368,175,39,154,245001,0.001502035,0.005530342,-3.05456113,66542,0,0
10/7/2024,10:04:28 a. m.,25/07/2025 11:04,21/07/2025 01:52,Babylist,babylist,Is it still cringe to call it “adulting”? @newyorklife #babylistpartner #adulting #lifeinsurance #adulttok #familytok #momtip #dadtip #babytok #parenting #parentingtip #LifeHack #parentsoftiktok,https://www.tiktok.com/@babylist/video/7423065250385153323,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/3233515830525603247,video,,,2026,1952,4,70,1350578,0.001500098,0.001301186,-3.062308217,1557041,0,0
10/10/2024,01:15:49 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,She just unboxed the full HD baby monitor—what are her thoughts? 👶📹 Watch to see the first impression!#Breastfeeding #MomMustHaves #PumpingLife #momcozy #beacozymom #MomLife #HealthyKids #MomTips #FamilyHealth #momcozylife #momcozybabymonitor,https://www.tiktok.com/@momcozyofficial/video/7424042230966439210,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0129346690322404247,video,,,387,346,22,19,258451,0.001497382,0.005564982,-3.064098903,69542,0,0
10/13/2024,04:10:00 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,"Hey moms! We know that being a mom comes with its highs and challenges, and we're here to 😎make it fun! Get ready for the Momcozymom Challenge💪🏻! Show us your best parenting skills, like packing up the diaper bag in under 2 minutes or whipping up breakfast for your kiddos in 3 minutes! Or, dance along with your baby using our custom 🎶Momcozy music! We’re giving away 💰$1,000 in cash and over 🎁$5,000 in prizes. Moms from all over the world are invited to join in—let’s celebrate motherhood together!🎉 HOW TO ENTER👇🏻: - Create and post a TikTok video, share your parenting tips，or use Momcozy's custom music—🎵momcozymom🎵 (You can find the custom music in the pinned video on @momcozyshop.) and dance with your baby👩‍👦💃 - Use the hashtag: #momcozymom. - Tag @momcozyshop when you post your video. ⏰Event Duration: October 13, 2024 November 14, 2024 (PDT). 🗓️Duration of the event: 1 month. ✨🤩Momcozymom Challenge Success Prizes: First Prize (🏆 1 winner): 💰$1,000 cash & Momcozy All-in-One Baby Care Set (🎁Worth $445) Including: - Momcozy KleanPal Pro Baby Bottle Washer *1 - Momcozy Baby Food Maker & Blender Set *1 - Momcozy Hip Set Baby Carrier *1 Second Prize (✨10 winners): Momcozy Outing Essentials Set (🎁Worth $170) Including: - Momcozy Portable Bottle Warmer *1 - Momcozy Water Wipes *4 - Momcozy Hip Seat Baby Carrier *1 Third Prize (🎉30 winners): Momcozy Hip Seat Baby Carrier *1 Fourth Prize (💕200 winners): Momcozy product coupons",https://www.tiktok.com/@momcozyofficial/video/7424824947681512750,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0572151867494284247,video,,,386,116,266,4,258833,0.001491309,0.001970594,-3.076580646,195880,0,1
2/27/2024,02:30:31 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,It's like not wearing a bra at all. So comfy! 😌 #momcozy #momcozybra #cozypowerbymomcozy #beacozymom #cozymoment #womensday,https://www.tiktok.com/@momcozyofficial/video/7340196168720256299,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9926520278616910437,video,,,311,211,37,63,208800,0.001489464,0.001900571,-3.080219459,163635,0,0
10/15/2024,11:00:51 a. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,Who knew pumping at the PUMPkin patch could be so fun? 🍂🍼 #willow #withwillow #pumping #exclusivelypumping,https://www.tiktok.com/@willowpump/video/7426048267558849834,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4389488557628406247,video,,,31,23,1,7,20889,0.001484035,0.037394451,-3.090833438,829,0,0
12/12/2024,01:00:06 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"Anyone else find it hard to keep track of time when pumping in the middle of the night? 😴 💤🌙 Those late-night sessions can be tough, but you’re doing amazing, mama! 💛 Here are some tips to make those #MOTN pumps a little easier: ✨ Keep snacks within reach for those late-night munchies ✨ Make sure you have plenty of water, so you stay hydrated ✨ Have your partner take care of the baby—feeding, changing, or cuddling—while you pump What are your go-to tips for making nighttime pumping more manageable? Share them below 👇 🎥 @noknoyx",https://www.tiktok.com/@medela_official/video/7447416571972062507,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7052602791756147447,video,,,38,31,5,2,25725,0.001477162,0.016987036209208762,-3.105230407,2237,1,0
8/27/2024,02:00:00 p. m.,25/07/2025 11:04,21/07/2025 01:52,Babylist,babylist,Agave isn’t just for margaritas 🍹 P.S. Zarbee’s has day & night cough syrups for baby. 🙌🏻#babylistpartner #babytok #babytiktok #babyremedy #babysick #babyhack #babytiktoks #parenttips #parentingtips,https://www.tiktok.com/@babylist/video/7404912933836213546,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6453126383392194047,video,,,1982,1740,23,219,1344291,0.001474383,0.00126872,-3.11573634,1562204,0,0
10/8/2024,08:00:07 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"Amazon Prime Days HERE! 🎉 So many great #BreastfeedingMustHaves will be discounted, including ✨ Freestyle Hands-free ✨ Don't miss out – add this to your cart to get all the #primedays deals! 🛒 🎥 @wild.birdies #AmazonPrime #Amazonmommusthaves",https://www.tiktok.com/@medela_official/video/7423404284848508202,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2028058484824043247,video,,,37,32,2,3,25101,0.001474045,0.021362586605080832,-3.111795503,1732,1,0
10/31/2024,09:00:19 a. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,Going 4 hours without pumping is truly spooky. 😱 Share your scariest breastfeeding stories with us below! 👻⬇️ #willow #withwillow #halloween #pumpingmom #breastfeedingmom,https://www.tiktok.com/@willowpump/video/7431954771944295722,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2275924491774591347,video,,,31,22,8,1,21035,0.001473734,0.033049041,-3.112437034,938,0,0
3/14/2024,10:00:07 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"""A manual breast pump can be a nice + convenient option for moms 🤸🏼‍♀️ Of course an electric pump is a must if you plan to pump regularly, but a manual pump can be a great option in addition to an electric pump for convenience purposes. Here’s why I recommend it: ✨ Simple- it’s not a process to set up like an electric pump ✨ Affordable- the @medela_us one is about $25 ✨ Portable/ Don’t have to plug in- great for travel or taking out on the go. ✨ To relieve engorgement- in those early days if your baby is having trouble latching or you are in pain…this can be great to take the edge off or ease a fast letdown. ✨Less parts to wash!! We all love that!"" - @shellyjacobs_ibclc",https://www.tiktok.com/@medela_official/video/7346249476061007150,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0517001606749426437,video,,,31,28,2,1,21100,0.001469194,0.010605542251111872,-3.122055077,2923,0,0
5/15/2024,09:35:20 a. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,thefittestmama,https://www.tiktok.com/@willowpump/video/7369250329201986862,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2686891029230529637,video,,,30,28,0,2,20500,0.001463415,0.034682081,-3.134383471,865,0,0
2/15/2024,08:27:43 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,Anyone else feel like they can watch milk pours for days? 👁️👄👁️ #freestylehandsfree #medelacups #pumpinstylehandsfree #milkpour #breastfeeding #medela #pumpinstyle #medelapump,https://www.tiktok.com/@medela_official/video/7335835170471202090,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0902021740715385337,video,,,30,29,0,1,20500,0.001463415,0.015940488841657812,-3.134383471,1882,0,0
10/23/2024,12:00:06 p. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,One bottle of breast milk with sweet cream cold foam on top please! 🥛🤭 That stuff you see on top of your milk is a fat plug! Fat plugs are totally normal—just give it a gentle swirl and it's good to go! #MilkFacts #BreastMilk #FatPlug #PumpingMom 🎥 @mamamorgannn,https://www.tiktok.com/@medela_official/video/7429032413214575918,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8195754123142309247,video,,,37,23,5,9,25302,0.001462335,0.016925892040256175,-3.136714721,2186,1,0
8/16/2024,02:34:00 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,"New moms, breastfeeding can be tough! 😅 What’s one thing you wish you knew before starting? Share your tips or questions below—let’s learn from each other! 💬✨ #BreastfeedingSupport #MomHacks #ParentingTips #momcozy #momcozyuk #beacozymom #cozypowerbymomcozy #wbw2024 #tips",https://www.tiktok.com/@momcozyofficial/video/7403650478363626798,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8976263638740563047,video,,,354,138,50,166,242161,0.001461837,0.015697752,-3.13855595,22551,0,0
5/20/2024,03:40:12 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,👋Do you remember the first time you used a breast pump? Share your stories in the comments so we can learn and grow together! 💕 #momcozy #beacozymom #cozypowerbymomcozy #momcozyuk #momcozyvillage #momcozymoments #cozymoments #mothersday #momcozyv2,https://www.tiktok.com/@momcozyofficial/video/7371012618355494186,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6814945538162101737,video,,,323,164,25,134,221759,0.001456536,0.005321164,-3.14990736,60701,0,0
3/12/2024,05:55:19 a. m.,25/07/2025 11:04,24/07/2025 17:27,Motif Medical,motifmedical,"Friendly reminder to not skip your MOTN sessions, moms. Sticking to your pumping schedule will help steady your supply. Need scheduling tips? Link bio for free schedules from our IBCLC to help you succeed. #breastfeeding #exclusivepumping #motnpump #motifluna",https://www.tiktok.com/@motifmedical/video/7345444195957624095,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5904267595914445437,video,,,23,22,0,1,15795,0.001456157,0.045634921,-3.149988831,504,0,0
3/17/2024,02:20:14 p. m.,25/07/2025 11:04,21/07/2025 01:52,Babylist,babylist,"like, can I have a sec? #newparent #parenttiktok #parentingtok #parentsoftiktok #newbaby #newbabytok #newbabytiktok #newbabiesoftiktok #babytok #babiesoftiktok #laboranddelivery",https://www.tiktok.com/@babylist/video/7347429687347481899,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9981847437869247437,video,,,1893,1410,16,467,1300000,0.001456154,0.060114322,-3.154610255,31490,0,0
6/17/2024,02:16:27 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,Elevate your day with the coolest comfort. 😎 #momcozys12pro #momcozy #beacozymom #cozypowerbymomcozy #momcozybras #momcozybra #momcozyuk #breastpump #MomsofTikTok,https://www.tiktok.com/@momcozyofficial/video/7381379365806066990,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0996606085639731837,video,,,327,219,52,56,225340,0.00145114,0.001142925,-3.161633679,286108,0,0
9/7/2024,11:00:07 a. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,Pump anywhere anytime with Freemie Rose! 🌹 #freemie #Rosepump #FreemieRose #wearablepump #exclusivelypumping #fyp #foryoupage,https://www.tiktok.com/@freemiebreastpumps/video/7411947032769875242,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2425789672307491147,video,,,3,3,0,0,2088,0.001436782,0.012048192771084338,-3.19241755,249,0,0
8/13/2024,01:35:00 p. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,OMGZ pumping with my shirt on! #pumpingmom #wearablepumps ✨✨@freemiebreastpumps,https://www.tiktok.com/@freemiebreastpumps/video/7402703468688936235,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5326398868643072047,video,,,3,3,0,0,2088,0.001436782,0.008645533,-3.19241755,347,0,0
8/3/2024,05:00:08 p. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,,https://www.tiktok.com/@freemiebreastpumps/video/7399051827829951787,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7871599287281509937,video,,,3,3,0,0,2088,0.001436782,0.01369863,-3.19241755,219,0,0
6/30/2024,10:59:58 a. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,"Summer, summer, summer time! 🍉🌈☀️ #fyp #foryoupage #freemie #wearablepumping",https://www.tiktok.com/@freemiebreastpumps/video/7386342118677073195,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5913707768112436837,video,,,3,3,0,0,2088,0.001436782,0.004694836,-3.19241755,639,0,0
6/28/2024,03:59:43 p. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,The greatest pleasure is watching them grow! 🌻💛🌻 #babies #parenting #inspirationalwords #Love #breastfeedingjourney #freemie #foryoupage #fyp,https://www.tiktok.com/@freemiebreastpumps/video/7385677207823256875,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5786523287027765837,video,,,3,3,0,0,2088,0.001436782,0.003984064,-3.19241755,753,0,0
5/23/2024,12:00:19 p. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,What's your hobby? 🤗🤗🤗 #fyp #foryoupage #hobbies #freemie #fun,https://www.tiktok.com/@freemiebreastpumps/video/7372256442910379306,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6039730192446522737,video,,,3,2,1,0,2088,0.001436782,0.004431315,-3.19241755,677,0,0
5/7/2024,11:00:02 a. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,Do nearly anything with Freemie! 🤩🤩🤩 #fyp #foryoupage #busymoms #pumping #exclusivelypumping #breastfeeding #wearablepumps #freemie,https://www.tiktok.com/@freemiebreastpumps/video/7366303484423146798,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8976413244843036637,video,,,3,3,0,0,2088,0.001436782,0.004392387,-3.19241755,683,0,0
4/24/2024,11:00:15 a. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,It starts with you... 🤍 #momlife #inspirationalwords #parenting #freemie,https://www.tiktok.com/@freemiebreastpumps/video/7361479459817458990,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0998547189549741637,video,,,3,3,0,0,2088,0.001436782,0.005628518,-3.19241755,533,0,0
4/16/2024,11:00:12 a. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,Be in balance. 🍃#fyp #foryoupage #momlife #SelfCare #selfcarematters #inspirationalwords #goodvibes #parenting #freemie 🍃,https://www.tiktok.com/@freemiebreastpumps/video/7358510761968323886,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6883238691670158537,video,,,3,3,0,0,2088,0.001436782,0.004354136,-3.19241755,689,0,0
4/13/2024,12:00:13 p. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,,https://www.tiktok.com/@freemiebreastpumps/video/7357412961033489707,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7079843301692147537,video,,,3,2,0,1,2088,0.001436782,0.011111111111111112,-3.19241755,270,0,0
2/19/2024,12:00:05 p. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,,https://www.tiktok.com/@freemiebreastpumps/video/7337374306994769194,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4919674996034737337,video,,,3,3,0,0,2088,0.001436782,0.001664817,-3.19241755,1802,0,0
2/16/2024,12:00:20 p. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,Belly circles are the best. #freemie #feelinggood #momtobe #momsrule #wearablepump #babyproducts #fyp #foryoupage,https://www.tiktok.com/@freemiebreastpumps/video/7336261049445797162,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2617975449401626337,video,,,3,3,0,0,2088,0.001436782,0.007444169,-3.19241755,403,0,0
2/28/2024,04:16:41 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,"Have you ever faced bias or differential treatment as a mom, either in the workplace or in daily life? Share your experiences in the comments below! 🤱✨ In honor of International Women's Day, we're listening and celebrating your stories. Don't miss out - comment now for a chance to receive a special gift from us! #momcozy #momcozypump #beacozymom #cozypowerbymomcozy #momcozyuk #cozymoments #womensday #momcozymoments #momtok",https://www.tiktok.com/@momcozyofficial/video/7340594710681111850,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0581111860174950437,video,,,299,93,33,173,209000,0.001430622,0.001723999,-3.206924183,173434,0,0
5/2/2024,09:51:05 a. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,"PSA: Nothing should stop you from experiencing life the way you want to, including pumping. 😍 Where's the coolest place you've pumped? Tell us in the comments below! 🌴🏔️⛺ @jcastrobeautyy",https://www.tiktok.com/@willowpump/video/7364430317748456750,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0576548477130344637,video,,,29,23,6,0,20400,0.001421569,0.032954545,-3.226649389,880,0,0
11/22/2024,12:35:46 p. m.,25/07/2025 11:04,01/03/2025 01:01,Willow Pump,willowpump,The ultimate #momflex is not having to say no to date night because of your pumping schedule. 🙌 #willow #pumpingmom #pumpingera #datenight #wearablebreastpump #exclusivelypumping,https://www.tiktok.com/@willowpump/video/7440174171096714542,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2454176901714710447,video,,,30,28,2,0,21214,0.00141416,0.042313117,-3.243555616,709,0,0
8/2/2024,03:23:07 p. m.,25/07/2025 11:04,21/07/2025 08:40,LansinohUSA,lansinohusa,"Happy World Breastfeeding Week!🌎 Lansinoh is proud to 'take up the torch' as the Official Sponsor of Motherhood this summer! 🗽 Mamas, want to win $10,000 and more amazing prizes? 🏆🎉 Let us know how you think being a Mom is like being an elite athlete. Tap the link in our bio to enter our giveaway!💜",https://www.tiktok.com/@lansinohusa/video/7398655748714106158,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8516014178475568937,video,,,22,20,2,0,15583,0.001411795,0.016871166,-3.248969346,1304,0,1
11/18/2024,12:00:07 p. m.,25/07/2025 11:04,10/03/2025 02:10,Medela,medela_official,"Let’s talk let downs! 🥛✨ Ever feel that delightful tingle or rush of milk? That’s your body saying, 'milk’s on the way!' 🙌 When your baby nurses, they start with quick, shallow sucks to stimulate milk release, then shift to deeper, longer sucks as they drink. Our Harmony hand pump is designed with two handles to mimic this natural sucking pattern: the top handle is for stimulation mode, featuring shorter, faster pulls, while the bottom handle is for expression mode, allowing for longer, deeper pulls! 🔔 Did you know 🔔 you can experience multiple let downs in a single pump session! Can you feel your let down? 🤱✨",https://www.tiktok.com/@medela_official/video/7438680632332520750,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0570252332360868347,video,,,36,36,0,0,25577,0.001407515,0.018887723,-3.258887396,1906,0,0
11/22/2024,08:00:07 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"Who else loves that satisfying sound of opening a new milk storage bag? 🙋‍♀️🔊 Ready to level up your milk storage game or running low on bags? No worries—we’ve got you covered, mama! 😏💛 Our Easy Pour Storage Bags will be on sale for Black Friday and Cyber Monday, available online on @Amazon! 🎉🛒 It’s the perfect time to stock up for winter or grab a great gift for an expecting mama! 🎥 @mamma.of.two #blackfriday #cybermonday #baggingmilk #milkstorage #breastmilkstorage #holidayshopping #breastfeeding",https://www.tiktok.com/@medela_official/video/7440103136154455339,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9335544516313010447,video,,,36,34,1,1,25630,0.001404604,0.025880661394680086,-3.265640668,1391,1,0
8/12/2024,10:05:21 p. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,"Breastfeeding can be a beautiful journey, but it comes with its challenges! 🤱 Let's chat, mamas—what’s been your biggest breastfeeding question or experience? Drop it in the comments below, and let’s support each other! 💬👇 #BreastfeedingJourney #MomLife #NewMomTips #momcozy #beacozymom #cozypowerbymomcozy #cozymoments #wbw2024 #breastpumpsupport #tip",https://www.tiktok.com/@momcozyofficial/video/7402468177436773678,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8763776347718642047,video,,,339,140,26,173,241515,0.00140364,0.013012936163678938,-3.268701388,26051,0,0
8/20/2024,04:19:59 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,"Mom's life on the go! 🚗💪 Pumping in the car isn’t always easy, but we make it work. Do you have any tips for pumping while out and about? Share below! 💬 #PumpingOnTheGo #MomHacks #BreastfeedingJourney #momcozy #momcozypump #beacozymom #cozypowerbymomcozy #wbw2024",https://www.tiktok.com/@momcozyofficial/video/7405161723805666602,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2066665083271615047,video,,,340,157,31,152,242726,0.001400756,0.012678052,-3.275434643,26818,0,0
1/13/2024,03:00:27 p. m.,25/07/2025 11:04,02/06/2025 03:30,Babylist,babylist,This baby bathtime routine >>>>> #babybathtime #babybath #babytiktok #babytok #babiesoftiktok #babybathtiktok #bathtime #bathtok #babyroutine #babybathroutine 📹: @donesty100,https://www.tiktok.com/@babylist/video/7323690619208174894,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4984718029160963237,video,,,1803,1752,22,29,1300000,0.001386923,0.090172543,-3.312186776,19995,1,0
