published_date,published_time,report_generated_at,captured_at,company,presence_handle,message,post_link,link,link_title,link_description,image,post_type,posted_domain,posted_url,engagement_total,likes,comments,followers,engagement_rate_by_follower,engagement_rate_lift,estimated_impressions,engagement_rate_by_estimated_impression,post_tag_ugc,post_tag_contests
9/7/2024,07:55:00 a. m.,25/07/2025 11:01,01/11/2024 01:39,Momcozy,momcozy,"🎉Big news! 🎉 Momcozy is lighting up Times Square! 📺 Catch us on the big screen at 719 7th Ave, New York, NY 10036, USA. We’re thrilled to share this special moment with you! Thank you for being part of this incredible journey. 🙌 If you’re in NYC, come visit our Momcozy Lounge at 42 Grand St., New York City, NY 10013, and experience coziness firsthand. We’d love to meet you there. 💖 #Momcozy #CozyEvolution #MomcozyVillage #MomcozyLounge #BeACozyMom #MomcozyMoments #MomcozyinNYC #TimeSquare",https://www.instagram.com/p/C_nk4B6yPCu/,,,,https://d1cdkkfhgor70g.cloudfront.net/C_nk4B6yPCu?postNativeId=18019051631406912,carousel,,,257,246,11,227544,0.001129452,-2.009294089,11466,0.022414094,0,0
7/3/2024,04:22:47 a. m.,25/07/2025 11:01,25/07/2025 10:20,Hegen | Cherish Nature's Gift,hegen,"Dive into fun with our Capybara Crew, the newest edition to our Hegen By Me design! Capybaras are natural swimmers and love being in the water (just like us) 🏊 Available for a limited time only, get them before they float away! #hegen#cherishnaturesgift #hegenbyme#buildyourownbottle",https://www.instagram.com/reel/C89PyveShwy/,,,,https://d1cdkkfhgor70g.cloudfront.net/C89PyveShwy?postNativeId=18044938645716081,reel,,,260,246,14,37436,0.006945186,3.0612439375578315,7730,0.033635188,0,0
6/5/2024,11:01:21 a. m.,25/07/2025 11:01,29/07/2024 19:19,Babylist Baby Registry,babylist,Which one are you going to add to your babylist registry? This new baby gear is AWESOME! #babygear #newbabygear #newbaby #parents #babylist,https://www.instagram.com/reel/C710DPzMEi8/,,,,https://d1cdkkfhgor70g.cloudfront.net/C710DPzMEi8?postNativeId=17872381293057050,reel,,,269,246,23,633316,0.000424748,-5.346155844,25689,0.010471407995640157,0,0
5/25/2024,05:14:04 p. m.,25/07/2025 11:01,18/07/2024 18:24,Momcozy,momcozy,"Which mood suits your vibe today, Mama? 1. I need coffee. ☕️ 2. I need a nap. 😴 3. I need a vacation. 🏝️ 4. I need duct tape, a rope, and a shovel... don't ask!😅 Credit:boredpanda. #Momcozy #BeACozyMom #funnymomlife #funnymemes #parenting #parenthood #motherhood #motherhoodmoments #momhumor #momlifebelike #momlife #emotions",https://www.instagram.com/p/C7aNR60ML3C/,,,,https://d1cdkkfhgor70g.cloudfront.net/C7aNR60ML3C?postNativeId=18040132942728952,photo,,,249,246,3,185335,0.001343513,-1.689055888,8659,0.028756207,0,0
2/23/2024,09:31:33 p. m.,25/07/2025 11:01,12/04/2024 02:59,Momcozy,momcozy,"Switching to Super Mom mode! From handling chores to caring for little ones, the #Momcozy M5 wearable breast pumps and versatile 4-in-1 pumping bra offer comfort and hands-free convenience, empowering busy moms to conquer it all effortlessly. 💪 Video by nadirah.ali #momcozy #BeACozyMom #momcozypump #momcozybreastpump #momcozyM5 #breastpumps #breastfeeding #breastpumping #pumpingmom #momlife #supermom #breastfeedingessentials #pumpingmomrock",https://www.instagram.com/reel/C3txkDiM4dF/,,,,https://d1cdkkfhgor70g.cloudfront.net/C3txkDiM4dF?postNativeId=18103326688349502,reel,,,258,245,13,159343,0.001619149,-1.401456437,12390,0.020823244552058112,0,0
11/16/2024,09:40:17 a. m.,25/07/2025 11:01,12/12/2024 19:23,Momcozy,momcozy,"🗓️ Save the Date: Momcozy Black Friday is Almost Here! 🎉 Get ready to kick off your holiday shopping with unbeatable deals on Momcozy essentials! 🎁 From must-have baby gear to cozy mom favorites, our Black Friday sale has everything to make this season extra special. ✨ 📅 Countdown to Black Friday: Mark your calendars! 🛒 Exclusive Discounts: Selected Momcozy bras are up to 30% off, along with incredible savings on other popular items you love! Don’t miss out! #MomcozyBlackFriday #CozyMom #HolidaySavings #MomLife #BlackFridayDeals #SmartChoices #BlackFriday #CyberMonday #BigSale",https://www.instagram.com/p/DCcAdf0PaMN/,,,,https://d1cdkkfhgor70g.cloudfront.net/DCcAdf0PaMN?postNativeId=18021674357559300,carousel,,,262,244,18,265597,0.000986457,-2.30068192,12373,0.021175139,0,0
7/24/2024,11:00:34 a. m.,25/07/2025 11:01,21/09/2024 10:51,Medela,medela_us,Did you know you only produce a few drops of milk per feeding after giving birth? Tag an expecting parent or new parent that needs to hear this 💛,https://www.instagram.com/reel/C90CNFGsf5n/,,,,https://d1cdkkfhgor70g.cloudfront.net/C90CNFGsf5n?postNativeId=18076425403504591,reel,,,247,244,3,156059,0.001582735,-1.433703049,11661,0.021181716833890748,0,0
3/29/2024,07:07:21 p. m.,25/07/2025 11:01,25/07/2025 10:15,Haakaa USA,haakaausa,Turn fruit and yogurt into second-chance delights for your little one with the Haakaa silicone feeder! 🍓🥣 📹 little.sweet.potato 💕 #BabyFood #ToddlerEats #ParentingHacks #haakaa #haakaafeeder,https://www.instagram.com/reel/C5HoOg_Lx-i/,,,,https://d1cdkkfhgor70g.cloudfront.net/C5HoOg_Lx-i?postNativeId=17993464358385027,reel,,,248,244,4,276727,0.00089619,-2.532479172,14711,0.016858133369587382,1,0
6/5/2024,12:19:24 p. m.,25/07/2025 11:01,29/07/2024 19:19,Babylist Baby Registry,babylist,Calling all new & expecting parents in LA! 💌 You’re invited to join us for the ultimate Registry Weekend Event at the #Babylist Beverly Hills Showroom & Shop on June 22 & 23! - 🧑🏻‍🏫 Live demos + Q&A sessions to help you find the right stuff for your growing family - 🤝 1:1 support from gear experts & registry consultants - 🍿 Food and drinks - 🛍️ Free gifts* …and so much more! 🔗 in bio to RSVP for free! Make sure to share with any new & expecting parents 👀 Thanks to our partners byheart owletcare momcozy perelelhealth 🫶 #losangeles #lamoms #beverlyhills #momlife,https://www.instagram.com/p/C72ATtkvyIC/,,,,https://d1cdkkfhgor70g.cloudfront.net/C72ATtkvyIC?postNativeId=17859990738169638,carousel,,,272,243,29,633316,0.000429485,-5.287180357,22696,0.011984490659146986,0,0
11/13/2024,10:15:23 a. m.,25/07/2025 11:01,11/01/2025 22:01,willowpump,willowpump,Water ✔️ blanket ✔️ snacks ✔️ breast pump ✔️ baby ✔️ What does your feeding sesh lineup include? 🍼 📹 via brooklynfranklin #willow #withwillow #breastfeeding #pumping #feedmusthaves #pumpingera #breastfeedingmom #wearablebreastpump,https://www.instagram.com/reel/DCUSqgDPvQA/,,,,https://d1cdkkfhgor70g.cloudfront.net/DCUSqgDPvQA?postNativeId=18117343231410267,reel,,,243,242,1,185746,0.001308238,-1.734607103,12271,0.019802787058919403,1,0
10/30/2024,06:39:34 a. m.,25/07/2025 11:01,20/12/2024 00:16,Momcozy,momcozy,"With a newborn, mornings have a new rhythm—starting the day slow and cozy together. 🌅 📹 by ourlaytonlife #Momcozy #BeACozyMom #MomcozyMoments #CozyParenting #Momcozysoundmachine #soundmachine #whitenoise #newborn #newparents",https://www.instagram.com/reel/DBv6O8dtMiR/,,,,https://d1cdkkfhgor70g.cloudfront.net/DBv6O8dtMiR?postNativeId=18044163718887214,reel,,,246,242,4,256738,0.000958175,-2.368582783,14321,0.017177571398645345,1,0
7/22/2024,03:12:23 p. m.,25/07/2025 11:01,25/07/2025 10:15,Haakaa USA,haakaausa,"✨ Pro Tip✨ “Why is Hand Expression is the #1 thing I emphasize to pregnant women I meet with before delivery? 🤰🏽🤰🏻🤰🏼because I see what a complete game changer it is in the early hours and days after delivery. For in depth info on how to collect colostrum and to better learn the hand expression technique, please comment ‘EXPRESS’ below and I will send you details and videos ✨ in the meantime, here’s the short version…. Everyday I see how much it helps when women express their colostrum in the early hours and days after delivery…it can prevent so many common breastfeeding problems and will set you up for success no matter how your delivery goes! ✨AN ABUNDANT MILK SUPPLY IS THE KEY TO SUCCESSFUL BREASTFEEDING ✨…The more milk you get out in those early days and hours, the more milk you will produce in the long term! Practicing hand expression prenatally will help you to use the skill in the golden hours and days after delivery. All you need is your hands and haakaausa colostrum collectors…I recommend the 6 pack with storage container in my links. If you are interested in starting while pregnant, be sure to ✨ GET APPROVAL FROM YOUR HEALTHCARE PROVIDER FIRST ✨ remember this is recommended for low risk pregnancies! It is good to know that some women don’t get any or much at all, so not to worry if you barely see anything. This is not an indicator of your milk supply! The most important part of antenatal hand expression, is that you get comfortable hand expressing so you can use this technique after delivery. If you do get enough colostrum to collect, hand express 1-3 times a day and store in your haakaausa colostrum collectors. You can keep adding to the same collector for 2-4 days while it’s in the refrigerator, and then label it and put it in the freezer. Bring it in a cooler to your delivery. Send this info to a friend who is expecting! Trust me they will be very thankful to know this before delivery 🥹” 📹 shellyjacobs_ibclc 💕 .",https://www.instagram.com/reel/C9vVOYFSpAt/,,,,https://d1cdkkfhgor70g.cloudfront.net/C9vVOYFSpAt?postNativeId=18050571139631340,reel,,,273,240,33,276727,0.000986532,-2.300528967,16526,0.016519423938037032,1,0
5/24/2024,10:10:09 a. m.,25/07/2025 11:01,20/07/2024 22:59,willowpump,willowpump,"If you need us over the next few days, this is where we'll be. ☀️😎 How are you spending the weekend? Drop your plans below! 📹: nikireneejensen_ #willow #withwillow #summerplans #pumpingmomsummer #newmom #firstvacation",https://www.instagram.com/reel/C7W0k8rR6do/,,,,https://d1cdkkfhgor70g.cloudfront.net/C7W0k8rR6do?postNativeId=18257873161245219,reel,,,289,240,49,179481,0.001610198,-1.409260228,15079,0.019165727170236752,1,0
3/21/2024,04:04:18 a. m.,25/07/2025 11:01,16/05/2024 21:33,Momcozy,momcozy,"Enjoy every moment with your little one, whether big or small. 🌟 Video by jsmalls_09 #Momcozy #BeACozyMom #CozyHer #Momcozyhipcarrier #babyhipcarrier #parenthood #parentingessentials #bonding #parentinglife #parenthood_moments #babycarrier #bondingmoments",https://www.instagram.com/reel/C4xbN9Gphk5/,,,,https://d1cdkkfhgor70g.cloudfront.net/C4xbN9Gphk5?postNativeId=18045142111628722,reel,,,247,240,7,166447,0.001483956,-1.52916081,12182,0.020275816778854046,0,0
4/10/2024,06:02:20 a. m.,25/07/2025 11:01,05/06/2024 22:55,Elvie,elvie,"Spotted our billboard in Times Square? We’re grabbing the world’s attention to shout out loud about the realities of being a postpartum mom. Because when over 1,000 US mamas spill the tea on postpartum life, you put it on blast. 🔥📣 Tap the link in bio to read our new report - ‘The Motherload: The Weight of Limited Postpartum Support’ - because the motherload is real and it’s too important to ignore. 💪",https://www.instagram.com/reel/C5lIeyOscWh/,,,,https://d1cdkkfhgor70g.cloudfront.net/C5lIeyOscWh?postNativeId=18004193441434320,reel,,,279,239,40,378088,0.000737923,-3.076041055,19703,0.014160280160381667,0,0
3/19/2024,11:36:22 a. m.,25/07/2025 11:01,13/04/2024 20:38,Ardo USA,ardo.usa,"🌟 Welcoming Baby's First Journey: The Breast Crawl! 🌟 This spectacular video is from lindseymeehleis Let's talk about one of the most beautiful moments after birth – the Breast Crawl. Ever heard of it? It's nature's incredible way of guiding your newborn to their first meal! 🍼💖 Right after birth, babies have this instinct to crawl towards their mama's breast. It's like their little compass pointing them to the ultimate nourishment source! During this magical time, your baby uses their senses – smell, touch, and even taste – to find their way to the breast. It's a bonding experience like no other, filled with love, warmth, and connection. 💞 The Breast Crawl isn't just about feeding; it's about laying the foundation for a strong bond between you and your little one. #BreastCrawl #NewbornBonding #NatureAtItsFinest",https://www.instagram.com/reel/C4tFW04vFz6/,,,,https://d1cdkkfhgor70g.cloudfront.net/C4tFW04vFz6?postNativeId=18024253856057108,reel,,,260,239,21,20880,0.012452107279693486,5.488677515473163,6767,0.038421753,0,0
3/7/2024,04:44:19 p. m.,25/07/2025 11:01,29/04/2024 20:19,Babylist Baby Registry,babylist,New & expecting parents in LA!! 📢 Join us for a very special weekend at #Babylist Beverly Hills on March 23 & 24! - 🧑🏻‍🏫 Live demos + Q&A sessions - 🤝 1:1 support from gear experts & registry consultants - 📸 360 photo booth - 🎉 Giveaways - 🍿 Food and drinks - 🛍️ Free gifts* … and so much more! 🔗 in bio to RSVP for free! Make sure to share with any new & expecting parents 👀 #losangeles #lamoms #beverlyhills #momlife,https://www.instagram.com/reel/C4OucGlvfH8/,,,,https://d1cdkkfhgor70g.cloudfront.net/C4OucGlvfH8?postNativeId=18007608404356057,reel,,,256,239,17,622057,0.000411538,-5.51772468,24465,0.010463928060494584,1,1
3/6/2024,05:45:15 p. m.,25/07/2025 11:01,01/05/2024 22:45,Dr. Brown's,drbrowns,“First time trying strawberries & it was a success 🥰🥰💕” - haiali ⁠ ⁠ Shop the Dr. Brown’s Fresh Firsts™ Silicone Feeder at Walmart with 🔗 in bio. ⁠ ⁠ #babyteething #babyteether #siliconefeeder ⁠,https://www.instagram.com/reel/C4MRBXbp_Pi/,,,,https://d1cdkkfhgor70g.cloudfront.net/C4MRBXbp_Pi?postNativeId=18017141216481876,reel,,,246,238,8,207435,0.001185914,-1.913586867,13422,0.018328118015198926,0,0
1/4/2024,04:12:32 a. m.,25/07/2025 11:01,01/03/2024 05:08,Momcozy,momcozy,"Mom must-haves!🙌 Dive into comfort with Momcozy's seamless nursing bra, find extra support in our pregnancy pillow, and ensure all-around care with our postpartum recovery kit. We've got you covered!💖 Elevate your motherhood experience with these essentials, designed to make every day a bit more comfortable. 💖🤱✨ Video by lifestylewithkara #momcozy #BeACozyMom #CozyCare #pregnancysupport #maternityessentials #postpartumcare #postpartumrecovery #momcozybra #nursingbra #momcozypillow #pregnancypillow #bodypillow #bodypillows #postpartum",https://www.instagram.com/reel/C1rK7ZDMABd/,,,,https://d1cdkkfhgor70g.cloudfront.net/C1rK7ZDMABd?postNativeId=18029043946839108,reel,,,245,238,7,127467,0.001922066,-1.180540494,10846,0.022588973,0,0
1/31/2024,08:45:33 a. m.,25/07/2025 11:01,31/03/2024 06:04,Lansinoh,lansinohusa,The US is the only industrialized country without a federal paid maternity leave policy. Moms need more support. And the system hasn’t changed.⁣ What would paid family and medical leave mean for you?,https://www.instagram.com/p/C2xLqznuHKs/,,,,https://d1cdkkfhgor70g.cloudfront.net/C2xLqznuHKs?postNativeId=18040131181598468,photo,,,252,237,15,81423,0.003094949,1.364069131132484,8943,0.028178463602817845,0,0
9/26/2024,05:33:11 p. m.,25/07/2025 11:01,25/07/2025 10:15,Haakaa USA,haakaausa,"✨ Every drop counts! ✨ We’re loving this mama’s clever way to save every bit of that liquid gold. No more wasted breast milk, and no more mom guilt! 💛 What creative ways do you use your extra breast milk? Share your tips below and help other mamas make the most of their precious supply. ⬇️💬 📹: chicpeachaf 💕 .",https://www.instagram.com/reel/DAZhpGgsgEL/,,,,https://d1cdkkfhgor70g.cloudfront.net/DAZhpGgsgEL?postNativeId=18041736152504046,reel,,,250,236,14,276727,0.000903417,-2.512216002,15310,0.016329196603527107,1,0
10/24/2024,10:01:10 a. m.,25/07/2025 11:01,10/12/2024 07:13,Babylist Baby Registry,babylist,"If you're getting ready for your baby's first Halloween, save this post! Here are five tips to make sure your night is a breeze 🎃 #halloween #baby #trickortreat",https://www.instagram.com/reel/DBgxG9HsBQo/,,,,https://d1cdkkfhgor70g.cloudfront.net/DBgxG9HsBQo?postNativeId=18042311285117216,reel,,,246,234,12,658639,0.000373497,-6.080075714,24255,0.010142238713667285,0,0
10/23/2024,06:35:34 a. m.,25/07/2025 11:01,20/12/2024 00:16,Momcozy,momcozy,"Afternoons at home just got cozier! 🏡✨ There's nothing like the joy of quality family time, and the Cocosway 3D Motion Electric Baby Swing helps make it even more special by giving parents a little extra freedom. Hands-free moments and cozy vibes – that's what we're all about. 💫 📹 by hatchingafamily #Momcozy #BeACozyMom #MomcozyMoments #CozyParenting #MomcozyBabySwing #babyswing #babyswings #babycare #babyessentials #babymusthaves #parentinglife",https://www.instagram.com/reel/DBd4MqCJl8x/,,,,https://d1cdkkfhgor70g.cloudfront.net/DBd4MqCJl8x?postNativeId=17923294607979544,reel,,,238,234,4,252953,0.000940886,-2.412105111,13772,0.017281441,1,0
5/24/2024,09:01:02 a. m.,25/07/2025 11:01,25/07/2025 10:22,Pippeta | Feeding Real Easy,pippeta_official,"Together, we can make a difference! 🌟 Let’s normalise breastfeeding in public and support every mom on her breastfeeding and pumping journey. 💪✨ ⁠ ⁠ At Pipetta, we believe in empowering women to feed their babies anytime, anywhere. Share your stories, spread the word, and let’s uplift each other. 💖 ⁠ ⁠ Tag a fellow #BreastfeedingBeauties and let’s create a supportive community! 🤱📣 ⁠ ⁠ Photo Cred: dudettewithsign⁠ ⁠ #NormaliseBreastfeeding #Pipetta #MumSupport #EmpoweredMums #MumCommunity #breastfeeding #ebf #femaleempowerment⁠ #breastfeedingsupport #motherhood #breastfeedingjourney",https://www.instagram.com/p/C7Wv--EMDIk/,,,,https://d1cdkkfhgor70g.cloudfront.net/C7Wv--EMDIk?postNativeId=18151038862315061,photo,,,260,233,27,37476,0.006937774,3.057976335260268,6789,0.038297246,0,0
3/19/2024,11:53:19 a. m.,25/07/2025 11:01,14/05/2024 06:59,Babylist Baby Registry,babylist,"#Babylist Beverly Hills is Open! 🎉 At Babylist, we know that getting the right stuff for your growing family is a big deal, so we’ve brought our registry experience to life with our first big showroom in Beverly Hills. We want to celebrate the moment with you, so bring friends and family, or pop in on your own and let our team take care of you. 🫶 ⬇️ Let us know if you have any more questions in the comments, and click the link in bio if you’d like to make an appointment!",https://www.instagram.com/p/C4tHUcqvfXQ/,,,,https://d1cdkkfhgor70g.cloudfront.net/C4tHUcqvfXQ?postNativeId=18048803578614794,carousel,,,274,233,41,623273,0.000439615,-5.165271647,22461,0.012198922576911091,0,0
11/26/2024,11:00:00 a. m.,25/07/2025 11:01,24/07/2025 17:38,BabyBuddha® Breast Pump & Accessories,mybabybuddha,"🛑GIVEAWAY CLOSED and winner was announced. We’ve teamed up with mimiandpal to bring you an amazing giveaway! One lucky mama will win: 🎒 Mini Black Radley Backpack ($150 value) – includes the mat and shoulder strap 🤱 BabyBuddha 2.0 Breast Pump ($199 value) Here’s how to enter: 1️⃣ Follow mybabybuddha and mimiandpal 2️⃣ Tell us why you’d love to win and share how long you’ve been breastfeeding or if you’re currently pregnant! 3️⃣ Tag another mama friend! Each tag counts as a new entry. ✨ SUPER BONUS ENTRY: Share this giveaway on your story and tag us for extra chances to win! Rules: Must be 18+ and live in the U.S. This giveaway is not affiliated with Instagram. Winners will be announced TOMORROW morning on mybabybuddha’s story ONLY. Be cautious of scammers – no other account will contact you. Good luck, mamas! 🍀",https://www.instagram.com/p/DC15oipvZpY/,,,,https://d1cdkkfhgor70g.cloudfront.net/DC15oipvZpY?postNativeId=18022562639540640,carousel,,,784,231,553,49618,0.015800717,6.966810729,43489,0.018027547195842628,0,1
8/15/2024,11:32:05 p. m.,25/07/2025 11:01,10/10/2024 23:56,Momcozy,momcozy,"""My breast feeding journey hasn’t been easy but it has been so healing and redeeming in my journey as a mother . My path to becoming a mum has been long , unexplained infertility, ivf, traumatic births and postpartum anxiety. My first ivf baby was tongue tied and formula fed , the mum gilt I felt from health professionals and society was immense . Especially after ivf I felt a failure and broken . My journey with my second ivf baby James has been so different . At birth I was recovering from preeclampsia , csection and postpartum / birth ptsd. As we both survived and thrived out of the dark times, my ability to pump and breastfeed has been my proudest achievement. With a toddler and a new baby days and nights can be long and finding a hands-free portable pump was the key to my success. I now breastfeed and pump breast milk for James, depending on our environment/ time of day and my child’s needs. We’ve just hit 6 months of breastfeeding and I am so so proud of. "" -Breastfeeding journey shared by an IVF mama, Sarah, ivfharrisonprints. #Momcozy #BeAcozyMom #WorldBreastfeedingWeek2024 #WBW2024 #breastfeedingawareness #breastfeedingmama #ivfmom #ivfjourney #ivfwarrior #ivfbaby #breastfeedingjourney",https://www.instagram.com/reel/C-uBmzCu3F7/,,,,https://d1cdkkfhgor70g.cloudfront.net/C-uBmzCu3F7?postNativeId=17860419672162426,reel,,,235,231,4,217698,0.001079477,-2.102314663,12966,0.018124325158105817,0,0
2/29/2024,03:13:58 p. m.,25/07/2025 11:01,27/04/2024 19:07,willowpump,willowpump,POV: you hold your milk cooler to a higher standard. ✔️ Holds up to 16 oz of milk ✔️ Keeps milk at a safe temp for up to 24 hours ✔️ Built-in gel ice pack (no need for cubes) ✔️ Fits in most car cup holders ✔️ TSA compliant,https://www.instagram.com/reel/C38imxtgnMK/,,,,https://d1cdkkfhgor70g.cloudfront.net/C38imxtgnMK?postNativeId=17955893204741795,reel,,,236,231,5,178751,0.001320272,-1.718786136,11880,0.019865319865319864,0,0
2/19/2024,12:00:27 p. m.,25/07/2025 11:01,16/04/2024 04:00,Babylist Baby Registry,babylist,Children have a sixth sense 😅 #kid #toddler #baby #parent #parentsofig #parenting,https://www.instagram.com/reel/C3iZpW5Bl1p/,,,,https://d1cdkkfhgor70g.cloudfront.net/C3iZpW5Bl1p?postNativeId=17890492766915756,reel,,,235,231,4,620397,0.00037879,-5.994826332,23452,0.010020467337540508,0,0
4/16/2024,11:26:56 a. m.,25/07/2025 11:01,08/06/2024 20:10,willowpump,willowpump,"Returning to the workforce post-baby is not easy feat. And returning to work while needing to pump can feel even harder. Whether you’re going to an office, working at home, or doing a little of both, we want to help take the guesswork out of your pumping schedule. Tap the link in bio to more tips and send to another mom who may find this helpful! 🙌 #Willow #withWillow #pumpingatwork #pumpingtips #pumpingschedule #pumpingmom #newmomtips",https://www.instagram.com/p/C51KjtCAR1q/,,,,https://d1cdkkfhgor70g.cloudfront.net/C51KjtCAR1q?postNativeId=18076922482476529,carousel,,,236,230,6,178872,0.001319379,-1.719949929,9125,0.025863013698630137,0,0
7/27/2024,11:00:24 a. m.,25/07/2025 11:01,23/09/2024 22:53,Babylist Baby Registry,babylist,You: I need some alone time 🐶: Nope #summer #baby #pets #parenting,https://www.instagram.com/reel/C97tKgwPDWd/,,,,https://d1cdkkfhgor70g.cloudfront.net/C97tKgwPDWd?postNativeId=18011724464290734,reel,,,230,228,2,641714,0.000358415,-6.335835016,23239,0.009897156,0,0
5/18/2024,10:00:09 a. m.,25/07/2025 11:01,11/07/2024 06:36,Elvie,elvie,"Mamas, connect in the comments for those late-night pep talks or share your favorite mom ‘grammer to scroll during the night feeds👇💬💖",https://www.instagram.com/p/C7HaDYatDl3/,,,,https://d1cdkkfhgor70g.cloudfront.net/C7HaDYatDl3?postNativeId=17866039131122068,photo,,,234,228,6,378834,0.000617685,-3.674937823,12998,0.01800277,0,0
4/19/2024,05:30:33 a. m.,25/07/2025 11:01,11/05/2024 05:54,Medela,medela_us,Morning pump sessions with Pump In Style Hands-free ⛅💛 Now available at Target! 🎯 📸: jazminstarr,https://www.instagram.com/reel/C58QGspKwNn/,,,,https://d1cdkkfhgor70g.cloudfront.net/C58QGspKwNn?postNativeId=18293157505093148,reel,,,250,228,22,156010,0.001602461,-1.416050929,12156,0.020565976,1,0
2/13/2024,11:00:13 a. m.,25/07/2025 11:01,10/04/2024 22:55,Elvie,elvie,"Sometimes the best ideas are right under your nose, and in this case… your clothes! 😜 We all know that liquid gold is incredibly beneficial for baby to drink, but the perks don’t stop there. A breastmilk bath is nourishing for baby’s skin— and yours too! With many of the ingredients of breastmilk also being found in skin moisturizers, there’s never been a better time to pamper yourself with your pumped milk. 🛀 🧼 Sources: Healthline, NCIB",https://www.instagram.com/p/C3S5adZLv4g/,,,,https://d1cdkkfhgor70g.cloudfront.net/C3S5adZLv4g?postNativeId=18321461731137296,carousel,,,235,227,8,375285,0.000626191,-3.624996867,13802,0.017026518,0,0
10/17/2024,08:02:23 a. m.,25/07/2025 11:01,24/07/2025 17:38,BabyBuddha® Breast Pump & Accessories,mybabybuddha,"With all the energy that breastfeeding demands, taking care of yourself is key. Stay hydrated and well-nourished! 🌟💪 _ love.and.milkk • • • #BabyBuddha #NewParentLife #PumpingOnTheGo #MomLife",https://www.instagram.com/reel/DBOlWw4p2D5/,,,,https://d1cdkkfhgor70g.cloudfront.net/DBOlWw4p2D5?postNativeId=17908161426031892,reel,,,230,226,4,49618,0.004635415,2.0430828929287697,8138,0.028262472351929222,0,0
8/22/2024,10:08:06 a. m.,25/07/2025 11:01,24/07/2025 17:38,BabyBuddha® Breast Pump & Accessories,mybabybuddha,"Whether you’re pumping or exclusively offering your breast, we all have the same goals, raising happy and healthy babies. 💗🍼 📸 mimiandpal • • • #pumpingmom #pumpingmama #pumpingmilk #motherhoodjourney #exclusivelypumping #BabyBuddha",https://www.instagram.com/p/C--nSAqNEku/,,,,https://d1cdkkfhgor70g.cloudfront.net/C--nSAqNEku?postNativeId=18014390909292002,photo,,,229,226,3,49618,0.004615261,2.034198573,6972,0.032845668,1,0
5/1/2024,04:47:35 p. m.,25/07/2025 11:01,21/06/2024 02:38,Momcozy,momcozy,"Hey, Mama! Loving our Momcozy Mother‘s Day Special Gift Box? 🎁 Tomorrow, get ready for an epic giveaway with prizes worth over $1200! Set your alarms, and stay tuned for your chance to score a fabulous package of goodies! 🌟 #Momcozy #BeACozyMom #CozyWE #MomcozyVillage #CozyTogetHER #LetsBuildACozyVillageTogether #CozyHer #MomcozyMoments #mothersday2024 #GiftBox #MothersDay2024 #MothersDayGift",https://www.instagram.com/reel/C6cW1NfPG9J/,,,,https://d1cdkkfhgor70g.cloudfront.net/C6cW1NfPG9J?postNativeId=17862195243132116,reel,,,253,226,27,177998,0.001421364,-1.596520762,12947,0.019541206,0,1
3/8/2024,11:55:03 a. m.,25/07/2025 11:01,06/05/2024 19:54,Babylist Baby Registry,babylist,Daylight savings time starts Sunday - are you and baby ready? 🔗 in bio for tips to get ready! #daylightsavings #babytips #babysleep #babysleeptips #babylist #babyhack #parenthack #Parenting #Parenting101,https://www.instagram.com/reel/C4Qyu6CPUQc/,,,,https://d1cdkkfhgor70g.cloudfront.net/C4Qyu6CPUQc?postNativeId=18041830537710100,reel,,,229,226,3,622218,0.000368038,-6.169994694,22403,0.010221845288577423,0,0
2/22/2024,03:11:14 p. m.,25/07/2025 11:01,18/04/2024 05:23,Dr. Brown's,drbrowns,Who can relate to Lifestylewithkara ? 😅 🙋‍♀️ Let’s show support for each other in the comments. ⁠ ⁠ #motherhood #parenthood #postpartum,https://www.instagram.com/reel/C3qhOxdJWl6/,,,,https://d1cdkkfhgor70g.cloudfront.net/C3qhOxdJWl6?postNativeId=18012545918326643,reel,,,229,226,3,207194,0.001105244,-2.053277701,12230,0.018724448078495503,0,0
